illustration_id,subject,family,prompt,negative_prompt
skull__mosaic,Skull,mosaic,"bold flat vector illustration, many small skull silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skull__evolution,Skull,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a detailed human skull, three-quarter, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
army__hero,Army,hero,"bold flat vector illustration, a pair of crossed rifles and a beret, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
army__insider,Army,insider,"bold flat vector illustration, a clean technical diagram only a army enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
army__mosaic,Army,mosaic,"bold flat vector illustration, many small rifles silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
army__evolution,Army,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a pair of crossed rifles and a beret, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
royal_navy__hero,Royal Navy,hero,"bold flat vector illustration, an anchor with rope, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
royal_navy__insider,Royal Navy,insider,"bold flat vector illustration, a clean technical diagram only a royal navy enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
royal_navy__mosaic,Royal Navy,mosaic,"bold flat vector illustration, many small anchor silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
royal_navy__evolution,Royal Navy,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with an anchor with rope, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
